ResourceApproved,RESOURCE,MGR_ID,ROLE_ROLLUP_1,ROLE_ROLLUP_2,ROLE_DEPTNAME,ROLE_TITLE,ROLE_FAMILY_DESC,ROLE_FAMILY,ROLE_CODE
Yes,25696,239,117961,118225,118403,117905,117906,290919,117908
Yes,24887,15790,117961,118225,120663,117905,117906,290919,117908
Yes,38989,5156,118290,118291,119890,118293,118294,118295,118296
Yes,80199,141,117961,118225,122273,118321,117906,290919,118322
Yes,33146,5238,118290,118291,118053,132692,134889,270488,132694
Yes,13878,13386,118219,118220,118221,117879,117897,19721,117880
Yes,391,79911,117922,117923,117941,117879,117886,19721,117880
Yes,16985,771,117961,118300,120722,118321,117906,290919,118322
Yes,15369,2979,117961,118343,119796,118636,152757,118638,118639
Yes,25744,1030,117961,118343,120722,124194,147669,118363,124196
Yes,23961,1222,117961,118327,120171,118054,126488,117887,118055
Yes,39883,102232,91261,118026,118027,121143,184698,249618,121145
No,56130,27759,119062,119091,123125,118318,311618,118205,118319
Yes,20294,33591,117916,118011,117884,117885,117913,117887,117888
Yes,79121,15542,117961,118300,118395,118396,300044,118398,118399
No,954,7212,117961,118300,124725,118784,117906,290919,118786
No,27207,8068,117961,118386,121668,133306,135146,118205,133308
Yes,81517,70078,91261,118026,118063,128422,128423,118453,128424
Yes,20897,13544,117961,118343,119796,120628,278014,118131,120629
Yes,41298,4189,117961,118343,119987,118636,310589,118638,118639
Yes,28517,17002,5110,117954,117895,118568,281735,19721,118570
Yes,4675,7578,117961,118343,120722,118784,117906,290919,118786
Yes,34026,49598,117961,118327,119995,118641,306399,118643,118644
Yes,972,4551,117961,118343,118833,118422,300136,118424,118425
Yes,43876,51393,118079,118080,117878,117879,117913,19721,117880
Yes,74283,34608,117961,118327,118320,118321,125206,290919,118322
Yes,60782,2068,117980,118076,131868,128093,276422,119184,128095
Yes,973,61016,119596,119597,119703,118912,174408,118424,118914
Yes,78320,78118,118003,118004,117878,117899,121756,19721,117900
Yes,44944,24925,91261,118026,118027,121143,184698,249618,121145
Yes,15716,55666,117902,118041,118556,280788,130913,292795,119082
Yes,34532,5409,117961,118343,119993,118321,117906,290919,118322
Yes,14570,25764,118006,118007,118008,118568,292195,19721,118570
Yes,78766,56680,118079,118080,117878,117879,117913,19721,117880
Yes,36971,7454,117961,118413,122007,118784,121873,290919,118786
Yes,75270,58849,117961,118327,118492,118747,125738,118453,118749
Yes,74044,6235,117961,118343,118437,118523,310608,118331,118525
Yes,4675,40509,117961,118225,118403,118054,118054,117887,118055
Yes,13878,14135,117890,117891,117878,117899,123862,19721,117900
Yes,35498,5396,117961,118343,120270,120773,118959,118960,120774
Yes,74142,8106,117961,118327,120559,120560,304465,118643,120562
Yes,28149,70066,91261,118026,118202,119962,168365,118205,119964
Yes,44812,770,117961,118300,118437,118451,130134,118453,118454
Yes,75241,15781,117961,118300,118395,118890,305057,118398,118892
Yes,23181,53240,117876,117877,117878,117879,117879,19721,117880
Yes,31974,2113,117951,117952,117920,118568,124610,19721,118570
Yes,78113,18449,117961,118300,119181,118465,159686,118467,118468
Yes,19399,11987,118006,118007,118008,117885,117886,117887,117888
Yes,27207,56137,117961,118327,118862,118396,269406,118398,118399
Yes,28552,14650,118219,118220,117920,117899,117899,19721,117900
Yes,78272,7459,5110,117954,122672,125751,135104,118870,125753
Yes,74550,6200,117961,118225,120663,118784,147114,290919,118786
Yes,81042,6021,117961,118413,122007,118321,118448,290919,118322
Yes,31232,22547,117890,118102,117878,127700,203113,19721,127702
Yes,28294,8204,117961,118052,118867,118054,305057,117887,118055
Yes,77098,79986,117989,117990,117920,121067,124097,121069,121070
Yes,34634,49388,118887,118888,118631,118728,301534,118295,118730
Yes,1020,2312,117902,117903,119181,128230,302830,4673,128231
Yes,80881,5272,117961,118343,118979,119433,133686,118424,119435
Yes,73144,17058,117961,118300,119488,118728,301534,118295,118730
Yes,42085,3963,117961,118300,125872,120344,311360,118424,120346
Yes,20743,1549,118084,118085,117920,118129,132803,118131,118132
Yes,6671,6114,117961,118343,6104,118259,118260,290919,118261
Yes,25730,2395,117961,118300,123055,118728,301534,118295,118730
Yes,87802,124033,124034,124035,117945,118274,299258,292795,118276
Yes,20487,2931,117961,118343,118700,117905,117906,290919,117908
Yes,20226,51746,118752,118753,117945,280788,280788,292795,119082
Yes,20364,3993,117961,118343,120126,120497,223125,118424,120499
Yes,45258,5079,117961,118300,127284,120789,284092,118424,120791
Yes,79962,769,117961,118343,120722,118636,277718,118638,118639
Yes,74963,4712,117961,118343,118395,123067,233714,118398,123068
Yes,1937,2163,118219,118220,120694,118777,130218,308574,118779
Yes,79722,51226,117961,118327,118320,124886,164752,118643,124888
Yes,75078,28150,118315,118463,118522,126820,207934,118638,126822
Yes,115477,20170,117961,118413,120526,130857,279443,308574,130858
Yes,23990,3085,117961,118300,125821,118834,251171,118424,118836
Yes,4696,7530,117961,118300,118514,118054,124424,117887,118055
Yes,6977,60792,117961,118327,121694,118536,147608,308574,118539
Yes,15723,234670,117902,118041,119238,119093,119094,119095,119096
Yes,39143,25768,118006,118007,118008,117879,117897,19721,117880
Yes,85732,7578,117961,118343,120722,118784,121873,290919,118786
Yes,25570,3242,117961,118343,118514,118321,117906,290919,118322
Yes,34924,7370,117961,117962,118481,118321,117906,290919,118322
Yes,20291,3077,117961,118300,120312,140847,140848,118363,140849
Yes,37562,5293,118290,118291,118660,120344,274278,118424,120346
Yes,14354,58493,117918,117919,117941,117879,121445,19721,117880
Yes,77200,70142,117902,117903,118635,159787,118959,119695,159789
Yes,79888,8516,117961,118386,118733,169634,198341,118736,169635
Yes,43452,1930,122880,122974,122870,120097,281292,270488,120099
Yes,17278,3973,118887,118888,118631,120789,309694,118424,120791
Yes,25993,4375,117961,118343,120347,307024,132719,118331,118332
No,42208,1152,117902,118041,118862,118863,305057,118398,118865
Yes,79092,5060,117961,117962,118791,122022,131419,119221,122024
Yes,1003,1550,117961,118225,123173,118054,120716,117887,118055
Yes,33111,16541,117961,118225,120551,118321,117906,290919,118322
No,40281,19760,117961,117962,118352,118321,117906,290919,118322
Yes,33062,13828,117961,118300,118395,118890,125128,118398,118892
Yes,44814,1938,117961,118300,118066,120560,304465,118643,120562
Yes,19944,15993,117961,117969,121617,131849,149815,121620,131851
Yes,74982,1530,118200,118201,117878,118396,269406,118398,118399
Yes,27348,2765,118290,118291,118301,120344,267006,118424,120346
Yes,34628,1810,117961,118327,118529,117905,117906,290919,117908
Yes,4675,1483,117961,117962,118840,118841,118842,118643,118843
Yes,44781,55662,117902,118041,117945,280788,280788,292795,119082
Yes,39394,7389,117961,118386,118746,118451,152307,118453,118454
Yes,42611,4622,119402,119403,117878,124537,125539,118870,124539
Yes,80819,52036,117961,118300,124725,118321,117906,290919,118322
Yes,278393,28613,118212,118213,120356,126516,137302,118612,126518
Yes,40538,8121,91261,118026,118746,117905,117906,290919,117908
Yes,109545,6993,117961,118343,118514,117905,117906,290919,117908
Yes,20701,87,117961,118446,118447,118321,118448,290919,118322
Yes,42929,7510,117961,118446,118684,118777,279443,308574,118779
Yes,79121,4110,119596,119597,118292,138137,177534,118424,138139
Yes,42769,4620,117961,118300,119181,117905,240983,290919,117908
Yes,20293,27915,117926,117927,117920,118568,281735,19721,118570
Yes,41228,6232,117961,118343,118437,120516,185973,120518,120519
Yes,33241,18686,117961,118386,128823,118784,118785,290919,118786
Yes,80830,6199,117961,118225,120663,117905,117906,290919,117908
Yes,14354,20508,118219,118220,117941,127700,125168,19721,127702
Yes,29693,20924,117887,120846,118378,119192,147904,119184,119194
Yes,75078,95845,118315,118463,122636,118465,267226,118467,118468
Yes,80174,5409,117961,118343,119993,117905,240983,290919,117908
Yes,78518,1325,117961,117962,118910,118321,117906,290919,118322
Yes,45904,19839,117961,118300,123201,118321,117906,290919,118322
Yes,37630,671,117961,117962,118352,117905,152344,290919,117908
Yes,38237,57599,117890,117891,117878,117879,117879,19721,117880
Yes,15064,19952,117961,118327,118529,118054,120514,117887,118055
Yes,34924,27,117961,118413,120370,118321,117906,290919,118322
Yes,39695,50296,117882,117883,117884,117879,117886,19721,117880
Yes,79316,90707,118219,118220,117920,118568,305057,19721,118570
Yes,41495,3883,117961,118343,119987,118784,118785,290919,118786
Yes,73756,57538,121005,121006,117945,117946,127012,292795,117948
Yes,40467,46149,117961,118327,4674,118451,130134,118453,118454
Yes,36360,5991,117961,118446,16232,120418,249618,249618,120419
Yes,33156,4659,117961,118225,120663,118321,117906,290919,118322
Yes,927,13441,117961,118225,119781,118207,279443,270488,118209
Yes,4675,14785,117961,118327,120318,117905,240983,290919,117908
Yes,36961,15541,118573,118574,118556,280788,127423,292795,119082
Yes,70452,17116,118953,118954,117920,123191,123191,19721,123192
Yes,27689,4267,119596,119597,119837,120344,237832,118424,120346
Yes,31922,101118,117975,117976,118246,179731,118247,117887,117973
Yes,37138,4951,117961,118343,120126,119433,133686,118424,119435
Yes,13878,54261,117890,117891,117878,118568,123862,19721,118570
Yes,79342,17733,117961,118300,119984,120647,311441,118398,120649
Yes,44814,1080,117961,118327,118378,118451,151171,118453,118454
Yes,73157,34611,117961,118327,118320,118321,117906,290919,118322
Yes,16191,15918,117961,118327,118320,118784,147114,290919,118786
Yes,40440,7014,117961,118446,119961,118259,118260,290919,118261
Yes,78110,2068,117980,118076,131868,119192,119193,119184,119194
Yes,17308,4871,117961,118300,125872,120006,159698,118424,120008
Yes,25267,3970,117961,118300,118458,118054,118054,117887,118055
Yes,34498,5269,119596,119597,120356,122067,205243,118424,122069
Yes,4675,4413,117961,118343,118979,118321,290878,290919,118322
Yes,77561,50594,118003,118004,117878,117885,118157,117887,117888
Yes,75078,23344,117961,118052,119742,120690,127922,290919,120692
Yes,35451,16850,117961,118225,119238,122849,120324,119095,122850
Yes,4675,2349,117961,117962,118501,118321,117906,290919,118322
Yes,39879,15619,119280,119281,118623,126684,259817,292795,126685
Yes,41334,28253,118315,118463,123089,118259,128796,290919,118261
Yes,4675,53190,117961,118300,19772,118784,118785,290919,118786
Yes,6977,7586,117961,118225,118403,118321,240983,290919,118322
Yes,87831,5524,117961,118343,118514,117905,240983,290919,117908
Yes,40590,53081,117961,118343,119598,119433,133686,118424,119435
Yes,39472,7320,5110,117954,122672,128197,273102,119772,128199
Yes,73536,7443,117961,118446,119961,118278,287351,290919,118279
Yes,14956,810,117961,118300,123719,118321,240983,290919,118322
Yes,6977,2649,117961,118413,120526,118784,152747,290919,118786
Yes,34810,17652,120864,120865,171098,118702,194774,118704,118705
Yes,20222,32795,118256,118257,118623,280788,193644,292795,119082
Yes,74986,31943,118953,118954,118246,179731,118247,117887,117973
No,78972,52856,117961,118052,121949,118054,118054,117887,118055
Yes,43502,16974,117961,118300,119181,118321,118448,290919,118322
Yes,14956,55743,117961,118300,121305,120690,127922,290919,120692
Yes,78878,8106,117961,118327,120559,120560,304465,118643,120562
Yes,37734,50538,118953,118954,117920,118568,131694,19721,118570
Yes,80628,15399,117932,117933,117878,120647,305057,118398,120649
Yes,61234,8115,91261,118026,118202,117905,117906,290919,117908
Yes,75329,3486,118752,119070,118042,118563,171750,270488,118565
Yes,34718,154585,118212,118213,120551,117905,240983,290919,117908
Yes,14666,3071,120864,120865,139897,184274,310016,151277,184276
Yes,17249,4110,119596,119597,118292,118728,282017,118295,118730
Yes,80076,205,117961,118386,118746,118321,117906,290919,118322
Yes,39447,3936,117943,117944,117945,118274,129282,292795,118276
Yes,34524,3526,117961,118225,120323,122849,120324,119095,122850
Yes,74593,71892,91261,118026,121533,118028,121534,117887,118030
Yes,42313,6225,117961,118343,120722,118784,117906,290919,118786
Yes,15798,7586,117961,118225,118403,117905,117906,290919,117908
Yes,3853,918,117961,118300,118458,118980,187517,118295,118982
Yes,972,3623,117961,118343,121747,307024,306404,118331,118332
Yes,84054,3707,117961,118446,118684,124305,124306,118762,124307
Yes,38704,31941,117916,118011,118599,179731,258199,117887,117973
Yes,28528,17002,5110,117954,117895,117899,117897,19721,117900
Yes,35531,13871,117961,118300,118514,118784,240983,290919,118786
Yes,34795,49850,117961,118413,122007,118259,210052,290919,118261
Yes,79228,56026,117983,117984,117878,117879,117879,19721,117880
Yes,20349,1080,117961,118327,118378,118451,151171,118453,118454
Yes,15064,3145,117961,118300,81476,118054,118054,117887,118055
Yes,34871,95845,118315,118463,122636,118465,126058,118467,118468
Yes,16639,4945,117961,118300,118360,118129,122064,118131,118132
Yes,42085,46512,117926,118124,117941,117879,117886,19721,117880
Yes,28351,15790,117961,118225,120663,117905,117906,290919,117908
Yes,25098,1947,120140,120141,120559,120560,304465,118643,120562
Yes,104323,49230,117961,118300,121176,118321,117906,290919,118322
Yes,23977,4815,118290,118291,118301,118293,118294,118295,118296
No,39877,53282,118290,118291,120211,117985,121679,19793,117987
Yes,80131,29134,117961,118300,121977,117905,117906,290919,117908
Yes,75876,15644,118752,118753,117945,280788,280788,292795,119082
Yes,26430,28001,117993,117994,117895,117896,117913,117887,117898
Yes,80676,5234,117961,118343,118660,119433,133686,118424,119435
Yes,75901,4301,117961,118343,118660,120497,309123,118424,120499
Yes,99556,5649,117961,118446,118684,118760,118761,118762,118763
Yes,34434,3023,117961,118343,122012,118321,240983,290919,118322
Yes,41758,70691,118315,118463,119214,118321,150358,290919,118322
Yes,31992,3692,117961,118413,126229,121594,207709,4673,121596
Yes,84785,7314,117961,118300,121951,118321,117906,290919,118322
Yes,117291,15779,117961,118300,19772,118321,117906,290919,118322
Yes,25287,19832,117961,118327,123757,118321,117906,290919,118322
Yes,42085,6999,117961,118343,121747,118321,117906,290919,118322
Yes,14960,1549,118084,118085,117884,117879,117886,19721,117880
Yes,77245,4659,117961,118225,120663,118321,117906,290919,118322
Yes,23096,6071,117961,118413,122007,117905,117906,290919,117908
Yes,27785,17414,118752,119070,118042,118043,151099,270488,118046
Yes,25231,311696,117902,118041,118507,120990,120991,118398,120992
Yes,80555,3116,117961,118300,147589,118826,236735,118424,118828
Yes,32378,19642,117961,118413,118481,118784,117906,290919,118786
Yes,25231,1728,117961,118327,118507,118890,138290,118398,118892
Yes,23921,25612,120268,120269,120270,118370,162209,118372,118373
Yes,37793,17990,118269,118270,118810,134067,310825,19793,134069
Yes,75834,3951,117961,118343,120347,120418,306795,249618,120419
Yes,25274,4951,117961,118343,120126,119433,133686,118424,119435
Yes,81502,23391,118602,118603,117941,118568,118568,19721,118570
Yes,74436,4549,117961,118225,120050,117905,117906,290919,117908
Yes,18418,3116,117961,118300,147589,118826,236735,118424,118828
No,28294,52314,117961,118300,118301,118980,306795,118295,118982
Yes,32270,4838,117961,118343,119598,118834,133686,118424,118836
Yes,33111,6284,118212,118213,120551,117905,134159,290919,117908
Yes,16333,16735,117961,118300,118783,118321,117906,290919,118322
Yes,42956,8433,117961,118327,118929,118321,117906,290919,118322
Yes,98494,7133,117961,118327,118320,118321,117906,290919,118322
Yes,74302,66719,117989,117990,117920,118568,125937,19721,118570
Yes,4675,828,117961,118300,124816,118321,117906,290919,118322
Yes,38398,18686,117961,118386,128823,118321,117906,290919,118322
Yes,75834,16757,117961,118225,122273,118321,117906,290919,118322
Yes,27298,27,117961,118413,120370,118685,123004,308574,118687
Yes,37415,13871,117961,118300,118514,118321,117906,290919,118322
Yes,79720,46476,117902,117903,120171,120172,230830,290919,120173
Yes,278393,3918,117961,118343,118660,119433,133686,118424,119435
No,41269,8068,117961,118386,121668,118321,117906,290919,118322
Yes,278393,15554,117961,118386,123144,118890,125128,118398,118892
Yes,20292,46571,117922,117923,117920,118568,159847,19721,118570
Yes,938,70264,117961,118343,118437,118361,249872,118363,118364
Yes,39628,49440,117961,118300,118631,118422,142573,118424,118425
